Brand,Model,Storage,Color,Price,Sale Date,Payment Method,Customer Name,Store Location
Xiaomi,Mi 11X,256GB,White,26068.73,01-01-2025,Credit Card,Anthony Shea,East Lydiamouth
Realme,Narzo 50,64GB,Silver,70970.71,19-12-2024,Cash,Joseph Woodward,Lake Debbie
Samsung,Galaxy S22,64GB,Blue,51058.33,13-05-2024,UPI,Paige Roberts,Lake Larry
Xiaomi,Redmi 10,256GB,Red,89054.91,29-06-2024,Credit Card,Andrew Cruz,Port Jesseville
Xiaomi,Redmi Note 11,64GB,White,57929.92,25-06-2024,UPI,James Rodriguez,New Mariotown
Google,Pixel 7,256GB,White,92891.22,04-01-2025,Net Banking,Bradley Chen,Shawhaven
OnePlus,11R,128GB,Silver,23371.02,22-01-2025,Debit Card,Andrew Johnson,Lisatown
Realme,Narzo 50,256GB,Green,89725.09,28-11-2024,Debit Card,James Sparks,Lake Matthew
Samsung,Galaxy S22,256GB,Green,15838.57,17-12-2024,Net Banking,Joseph Flowers,Martinezbury
Nokia,X20,128GB,Green,51784.05,03-10-2024,UPI,Alexis Morgan,East Josephville
Oppo,F19,256GB,Red,74408.49,21-08-2024,Cash,Amanda Wilson,North Richardmouth
Realme,Realme GT,128GB,Gold,92906.67,19-02-2025,Net Banking,Kelly Bentley,Lake Debbie
Apple,iPhone 13,64GB,White,50687.21,15-03-2025,Debit Card,Brittany Riley,West Andrewside
OnePlus,9R,128GB,Red,61423.33,06-04-2025,UPI,Nicolas Burns,Tashatown
Nokia,G21,64GB,Silver,17562.53,19-04-2024,Cash,Thomas Williams,North Sarabury
Oppo,Reno6,256GB,Black,51872.78,09-01-2025,Net Banking,Alexis Chen,North Jessicaland
Vivo,Y33s,128GB,Red,46805.75,29-03-2025,Cash,Riley Bryant,New Mariotown
Realme,Realme 9,64GB,White,49751.96,17-06-2024,UPI,Amy Roth,Johnfurt
Samsung,Galaxy S22,64GB,Blue,85834.31,26-05-2024,Net Banking,Robert Walker PhD,East Nicholasfurt
Samsung,Galaxy S22,64GB,Black,20672.91,24-09-2024,UPI,Russell Rojas,Lake Debra
Nokia,G21,128GB,White,70759.66,15-09-2024,UPI,William Johnston,East Nathaniel
Realme,Narzo 50,256GB,Green,99819.61,04-06-2024,Net Banking,Vincent Lewis,Lake Nicoleview
Apple,iPhone 14,128GB,Silver,41196.91,29-04-2024,Cash,Gabriela Martinez,New Jeffrey
Google,Pixel 8,64GB,Red,68868.19,05-06-2024,Debit Card,Carol Wood,West Andrewside
OnePlus,Nord 2,256GB,Gold,28888.75,15-06-2024,Debit Card,Timothy Williams,North Sarabury
Google,Pixel 8,128GB,Gold,83295.79,20-05-2024,UPI,Lynn Bennett,Cassandraton
Oppo,Reno6,128GB,Silver,94773.68,12-06-2024,Cash,John Smith,West Donald
Motorola,Edge 20,256GB,Black,43723.02,20-06-2024,Net Banking,Michelle Wheeler,Ramirezstad
Realme,Realme GT,64GB,Red,82936.12,31-07-2024,UPI,Robert Barton,North Jessicaland
OnePlus,9R,128GB,Gold,77736.36,05-01-2025,Net Banking,Charles Nelson,East Nathaniel
Oppo,F19,64GB,Green,80682.2,03-10-2024,Debit Card,Todd Bishop,New Jessica
Oppo,F19,256GB,Silver,64270.25,26-04-2024,Net Banking,Michelle Salazar,North Beth
Vivo,Y33s,64GB,Red,15733.83,16-05-2024,Cash,Rachel Bailey,Jasonfort
Motorola,Moto G60,128GB,Green,96574.43,13-04-2024,UPI,Cheryl Downs,Herrerafurt
Xiaomi,Redmi Note 11,256GB,Green,25987.25,19-05-2024,Net Banking,Shari Hatfield,Taylorburgh
Apple,iPhone 13,64GB,Black,92021.08,26-10-2024,Cash,Randy Hopkins,Teresaburgh
OnePlus,Nord 2,128GB,Gold,57195.61,28-07-2024,Cash,Brian Hernandez,Lake Roberto
Oppo,F19,64GB,White,39409.49,05-03-2025,Cash,Kara Thompson,West Andrewside
Xiaomi,Redmi Note 11,64GB,Green,47657.19,28-12-2024,Credit Card,Amy Diaz,Martinezbury
OnePlus,Nord 2,64GB,Blue,48898.06,02-07-2024,Cash,Geoffrey Trujillo,South Noah
Google,Pixel 8,128GB,Green,28267.56,31-01-2025,Cash,Brian Williams,South Aaron
OnePlus,Nord 2,64GB,Red,15757.3,06-11-2024,Cash,Richard Washington,Port Jacobland
OnePlus,11R,128GB,Green,89131.55,27-05-2024,Cash,David Wallace,Shieldston
Google,Pixel 6,256GB,Black,35912.06,23-11-2024,Cash,Cristian Rhodes,East Donna
Realme,Realme 9,256GB,Silver,82898.63,16-08-2024,Debit Card,Brian Perez,North Micheleland
OnePlus,Nord 2,256GB,Gold,48886.9,13-07-2024,Cash,Sheila Bennett,Stewartland
Xiaomi,Redmi 10,256GB,Black,45419.62,06-07-2024,Credit Card,Kevin Brown,East Courtneychester
Xiaomi,Mi 11X,256GB,Green,36270.06,28-09-2024,Credit Card,Timothy Gibson,Bassport
OnePlus,9R,128GB,Silver,59754.15,09-09-2024,UPI,Jimmy Lee,North Noahstad
Samsung,Galaxy A52,128GB,Red,50584.24,29-08-2024,UPI,Christina Martinez,West Donald
Nokia,G21,128GB,Black,16587.59,05-01-2025,Cash,Diana Rodriguez,Samuelhaven
Oppo,F19,128GB,Silver,27496.32,09-10-2024,Credit Card,Christopher Cooper,East Jill
Realme,Narzo 50,256GB,White,39439.93,22-03-2025,Cash,Christopher Norton,Taylorburgh
Motorola,Moto G60,64GB,Green,69132.03,05-12-2024,Cash,Laura Tran,West Michael
Motorola,Edge 20,64GB,White,85464.63,10-07-2024,Net Banking,Scott Burns,New Kellystad
Xiaomi,Mi 11X,64GB,Green,76730.18,05-07-2024,Debit Card,Sara Ramirez,North Noahstad
Apple,iPhone 15,128GB,White,49659.22,20-01-2025,Debit Card,Shane Wright,Juliechester
Apple,iPhone 15,256GB,White,49785.23,27-09-2024,Credit Card,Stephanie Vargas,Sarahborough
Nokia,C30,256GB,Gold,69403.64,08-06-2024,Credit Card,Stephanie Butler,Martinezbury
Realme,Realme 9,64GB,Green,10419.92,29-04-2024,Cash,John Mack,Hoffmanville
OnePlus,Nord 2,128GB,White,27998.71,25-04-2024,Credit Card,James Pacheco,North Micheleland
Apple,iPhone 13,128GB,Silver,27293.66,07-01-2025,Credit Card,Jodi Allen,Coxberg
Samsung,Galaxy A52,64GB,Gold,25034.25,14-11-2024,Cash,Melissa Russell,North Deniseside
Samsung,Galaxy S22,128GB,Green,66410.78,05-07-2024,Net Banking,Edward Holland,West Donald
Nokia,X20,128GB,Black,30916.73,17-05-2024,Credit Card,Michael Martin,West Allison
Oppo,Reno6,64GB,Red,68859.35,07-10-2024,Credit Card,Nicole Johnson,Martinezbury
OnePlus,9R,64GB,Black,69216.55,05-10-2024,UPI,Charles Warner,Lake Debbie
Google,Pixel 7,64GB,Black,89691.4,22-06-2024,Cash,Jacqueline Marshall,East Nathaniel
Google,Pixel 7,64GB,Gold,58256.34,13-12-2024,Net Banking,Mark Cruz,Lake Mark
Realme,Narzo 50,256GB,Blue,98327.43,05-01-2025,Cash,Andrew Simmons,North Amandahaven
Xiaomi,Mi 11X,64GB,Gold,78554.47,25-07-2024,UPI,Lisa Johnston,South Christineshire
Motorola,Moto G60,128GB,Black,64768,01-07-2024,Net Banking,Angela Gilmore,Leeville
Vivo,T1,256GB,Gold,30918.29,22-01-2025,Net Banking,Kayla Kent,Lake Lisaport
Apple,iPhone 13,64GB,Green,78304.69,31-08-2024,Credit Card,Ashley Diaz,New Stephanie
OnePlus,11R,128GB,Silver,31919.12,08-12-2024,Credit Card,Jacob Wong,Lake Roberto
Xiaomi,Mi 11X,128GB,Blue,28181.06,10-01-2025,Cash,Michael Harris,West Donald
Apple,iPhone 13,256GB,Green,98969.62,20-08-2024,Cash,Brian Mendoza,Williamview
Oppo,Reno6,128GB,Blue,67924.19,11-04-2025,Credit Card,Shelby Warner,North Sarabury
Vivo,T1,128GB,Silver,12132.4,29-01-2025,UPI,Courtney Gomez,North Jessicaland
OnePlus,Nord 2,256GB,Black,91596.89,24-07-2024,Debit Card,Jenny Brown,Davidstad
OnePlus,11R,128GB,Green,38947.33,03-09-2024,Cash,John Rose,South Dianeshire
Apple,iPhone 13,128GB,Black,95829.51,29-05-2024,Credit Card,Joseph Bryan,Sarahborough
Xiaomi,Redmi Note 11,64GB,Black,25630.82,27-03-2025,Net Banking,Marc Marsh,West Donald
OnePlus,11R,64GB,Red,75249.02,06-01-2025,UPI,Teresa Jones,Lake Mark
OnePlus,Nord 2,128GB,White,64526.61,24-03-2025,UPI,Anita Myers,Teresaburgh
Google,Pixel 7,256GB,White,34467.47,20-06-2024,Cash,Tyler Rodriguez,Cassandraton
Oppo,A74,128GB,White,52364.21,28-07-2024,Cash,Charles Hernandez,Mortonside
Google,Pixel 8,128GB,Silver,24029.06,30-06-2024,Cash,Lori Carter,New Roberttown
Vivo,Y33s,64GB,Silver,91581.13,02-01-2025,UPI,Bonnie Reed,North Susan
Nokia,G21,256GB,Gold,25812.94,01-10-2024,Cash,Alison Lopez,Shieldston
Realme,Realme 9,128GB,Red,60592.79,20-04-2024,Cash,Crystal Meza,North Noahstad
Oppo,Reno6,256GB,Red,27614.42,18-12-2024,Debit Card,Kenneth Rios,North Judithbury
Apple,iPhone 15,256GB,Gold,43683.2,11-02-2025,Cash,Kevin Terry,North Micheleland
Vivo,T1,128GB,Red,54059.6,04-03-2025,Net Banking,Judith Bradley,North Noahstad
Vivo,V21,64GB,Red,93891.66,26-03-2025,Debit Card,Carolyn Green,Jasonfort
Vivo,Y33s,256GB,Blue,55864.75,17-10-2024,Cash,Dwayne Bruce,Sarahborough
Oppo,F19,64GB,Gold,44679.98,08-06-2024,Cash,Jesus Jackson,Williamview
OnePlus,Nord 2,128GB,Black,92932.17,05-04-2025,UPI,Joseph White,South Dianeshire
Apple,iPhone 15,256GB,Gold,23309.59,19-06-2024,Net Banking,Melissa Estrada,Gomezchester
Xiaomi,Mi 11X,64GB,Green,62050.76,10-06-2024,Debit Card,Bruce Chaney,East Jill
Samsung,Galaxy S21,256GB,Gold,92519.46,21-11-2024,Cash,David Lopez,Lake Lisaport
Google,Pixel 6,256GB,White,88840.56,16-11-2024,Debit Card,Mary Spence,West Elizabeth
Realme,Realme GT,128GB,Green,97091.51,08-06-2024,Cash,Joshua Martin,Shawhaven
Realme,Realme GT,128GB,Silver,88876.04,07-08-2024,Credit Card,Alexander Velazquez,Lake Chad
Google,Pixel 7,64GB,Blue,77385.71,04-02-2025,Cash,Jimmy Flores,Bassport
Realme,Narzo 50,64GB,Silver,54255.09,13-04-2024,Credit Card,Kimberly Romero,Ericmouth
Vivo,T1,128GB,Gold,35950.62,19-12-2024,Cash,Kara Roberts,Lake Mark
Xiaomi,Mi 11X,64GB,Gold,22089.89,29-01-2025,Cash,Ms. Bridget Cunningham,Adamsborough
Nokia,G21,128GB,Green,83293.34,30-03-2025,Debit Card,Gina Rodriguez,Wilkersonmouth
Apple,iPhone 15,64GB,Silver,78324.82,15-10-2024,UPI,Brenda Pierce,Lake Crystalbury
Motorola,G31,256GB,Black,88152.58,09-08-2024,Debit Card,Luke Robinson,Cassandraton
Realme,Narzo 50,128GB,Black,34908.6,28-08-2024,UPI,Anthony Davidson,East Jessetown
Google,Pixel 6,128GB,Red,70552.41,24-11-2024,Credit Card,Rachael Wang,East Jill
Apple,iPhone 14,64GB,Gold,62420.09,27-06-2024,Credit Card,Joshua Griffin,New Kellystad
OnePlus,11R,64GB,Red,64268.64,28-12-2024,UPI,Vanessa Foster,Taylorburgh
Motorola,Edge 20,256GB,Red,40289.52,19-10-2024,UPI,Larry Harding,New Mariotown
OnePlus,9R,256GB,Red,44059.21,30-03-2025,Credit Card,Jennifer Baldwin,West Allison
Oppo,Reno6,64GB,Red,88348.74,25-09-2024,Cash,Jake Mitchell,West Juan
Xiaomi,Redmi Note 11,256GB,Black,88210.48,26-08-2024,UPI,Jeremy Hoffman,Bassport
OnePlus,9R,128GB,Green,71756.64,04-07-2024,Cash,Jill Riddle,North Deniseside
Vivo,T1,64GB,Black,98756.33,18-02-2025,UPI,Christopher Luna,New Roberttown
Oppo,Reno6,256GB,Blue,71013.65,26-03-2025,Debit Card,Steven Taylor,Port Jacobland
Motorola,Edge 20,256GB,Green,81456.43,26-11-2024,UPI,Briana Turner,West Elizabeth
Motorola,G31,256GB,Black,76085,14-03-2025,UPI,Gabriela Fitzpatrick,Port Jacobland
OnePlus,11R,64GB,Silver,56804.9,27-11-2024,Net Banking,Ann Ortiz,East Josephville
Nokia,G21,64GB,Red,81713.87,02-04-2025,UPI,Christopher Murray,North Amandahaven
Nokia,X20,64GB,Red,95954.61,18-11-2024,Cash,Breanna Lopez,Stewartland
Nokia,G21,64GB,White,25338.97,07-09-2024,Credit Card,John Carson,Lake Chad
Vivo,T1,64GB,White,93610.31,07-08-2024,UPI,Elizabeth Hansen,Martinezbury
Realme,Narzo 50,256GB,Blue,69933.94,08-10-2024,Credit Card,Rick Moore,South Christineshire
Xiaomi,Redmi 10,256GB,Gold,54276.29,06-08-2024,UPI,Sandra Kennedy,Coxberg
Google,Pixel 8,64GB,Gold,40890.32,21-12-2024,Cash,Donna White,Lake Debbie
Nokia,X20,64GB,White,33318.46,30-03-2025,UPI,Danielle Wilson,Herrerafurt
Samsung,Galaxy S21,128GB,Gold,63298.04,28-07-2024,Debit Card,Wesley George MD,North Cynthiaview
Samsung,Galaxy A52,128GB,White,86799.73,15-10-2024,Cash,Sheena Burton,North Beth
Apple,iPhone 14,64GB,Green,58204.27,13-10-2024,Cash,Sabrina Brooks,West Elizabeth
Oppo,A74,256GB,Silver,21367.66,21-01-2025,Net Banking,Sarah Martin,Shawhaven
OnePlus,Nord 2,128GB,Black,58446.36,04-05-2024,Cash,Joel Steele,New Mariotown
Xiaomi,Mi 11X,64GB,Red,71198.28,28-08-2024,Debit Card,Dominic Barnes,North Susan
Realme,Narzo 50,256GB,Gold,86421.47,01-04-2025,Credit Card,Amber Carter,North Susan
Oppo,A74,256GB,Gold,21111.76,16-12-2024,Net Banking,Kayla Miranda,East Jamesside
OnePlus,9R,128GB,Gold,96984.61,22-06-2024,Credit Card,Linda Jackson,North John
Xiaomi,Redmi 10,64GB,Silver,75939.23,15-08-2024,Debit Card,Samantha Cohen,Bassport
Apple,iPhone 13,128GB,Gold,45262.71,06-08-2024,Debit Card,Michael Cox,New Roberttown
Nokia,X20,128GB,Red,71010.88,05-11-2024,UPI,Samantha Smith,North Matthewberg
Vivo,Y33s,64GB,Green,75407.91,30-10-2024,UPI,Richard Jenkins,Bassport
OnePlus,11R,256GB,Red,18758.76,04-04-2025,UPI,Ashley Moore,North Matthewberg
Google,Pixel 6,256GB,Blue,51177.93,06-07-2024,Debit Card,Rebecca Hansen,North Beth
Xiaomi,Mi 11X,256GB,Red,36197.34,04-01-2025,Debit Card,Kelly Patel,West Donald
OnePlus,11R,64GB,Gold,68611.42,12-11-2024,UPI,Rebekah Butler,West Juan
Google,Pixel 6,256GB,Silver,98963.58,02-04-2025,Debit Card,Robert Mclean,Samuelhaven
Vivo,T1,64GB,Black,18644.3,15-10-2024,Cash,Michael Taylor,East Lydiamouth
Apple,iPhone 13,256GB,Gold,40463.72,30-09-2024,Cash,Linda Gallagher,New Jessica
Vivo,V21,64GB,Black,31676.99,22-08-2024,Cash,Eric Garner,East Nathaniel
Google,Pixel 6,256GB,Gold,43783.45,28-05-2024,Credit Card,Scott Thomas,Lake Rebeccaside
Motorola,G31,128GB,Blue,66910.02,08-07-2024,Cash,Daniel Zavala,Lake Larry
Apple,iPhone 13,64GB,Black,20984.64,23-09-2024,Net Banking,Rachel Jones,Coxberg
Apple,iPhone 15,256GB,Green,53154.85,06-02-2025,Credit Card,Mr. Craig Johnson,Shawhaven
Xiaomi,Mi 11X,128GB,Gold,73246.33,24-12-2024,UPI,Amy Wilson,North Beth
Xiaomi,Redmi Note 11,128GB,Black,74239.13,19-07-2024,Net Banking,Eric Smith,Adamsborough
Vivo,T1,64GB,Red,60045.41,19-05-2024,Net Banking,Tamara Harris,South Todd
Motorola,Moto G60,256GB,Silver,62624.94,27-03-2025,Credit Card,Michael Johnson,North Matthewberg
OnePlus,11R,64GB,White,87580.31,07-06-2024,Debit Card,Teresa Rush,North Judithbury
Nokia,X20,128GB,Black,13522.88,25-08-2024,Net Banking,Scott Norman,West Donald
Xiaomi,Redmi Note 11,256GB,Blue,86630.51,06-12-2024,Credit Card,Kelly Garcia,Cassandraton
Samsung,Galaxy A52,128GB,Blue,96964.85,22-11-2024,Debit Card,Kendra Baldwin,West Elizabeth
Apple,iPhone 13,128GB,Black,95159.32,30-07-2024,Net Banking,Paul Smith,Port Colleenhaven
Nokia,X20,64GB,Green,54139.85,18-01-2025,UPI,Daniel Gordon,North Sarabury
Oppo,F19,256GB,Green,28885.56,11-01-2025,Credit Card,Michael Lopez,Stewartland
Apple,iPhone 13,64GB,White,22750.06,29-12-2024,Debit Card,Catherine Kelly,West Michael
Google,Pixel 8,64GB,Green,42315.86,06-09-2024,Debit Card,Jose Russell,Lake Matthew
Google,Pixel 7,64GB,Green,32947.06,01-02-2025,Cash,Mrs. Ashley Taylor,Lake Debbie
Xiaomi,Mi 11X,128GB,Black,95026.64,02-02-2025,Cash,Dwayne Bowen,East Mikeburgh
Xiaomi,Redmi 10,64GB,Black,66661.14,13-05-2024,UPI,Brian Campbell,Sarahborough
OnePlus,11R,128GB,Green,69158.62,01-12-2024,Net Banking,Melissa Randall,Port Jacobland
Xiaomi,Mi 11X,64GB,Blue,99320.41,08-07-2024,Cash,Donna Wyatt,Samuelhaven
Apple,iPhone 15,64GB,Black,34311.27,24-06-2024,Net Banking,Stephanie Lang,Port Keith
Nokia,X20,64GB,Blue,67615.97,11-04-2025,UPI,Cassie Lutz,North John
Realme,Narzo 50,64GB,Blue,10887.7,19-10-2024,Cash,Jennifer Mills,Coxberg
Vivo,V21,64GB,White,57382.81,30-12-2024,UPI,Charles Morales,Shawhaven
Motorola,Moto G60,256GB,Blue,73041,27-11-2024,UPI,Natalie Stafford,Saramouth
Realme,Realme GT,64GB,Black,25367.27,16-06-2024,Cash,William Morgan,Adamsborough
Oppo,F19,256GB,Silver,57851.39,29-11-2024,Net Banking,Jennifer Hall,New Jeffrey
Motorola,G31,64GB,Blue,10854.77,23-09-2024,Net Banking,Diana Reeves,East Josephville
Xiaomi,Redmi 10,64GB,White,44092.06,23-11-2024,UPI,Nicole Owen,Lisatown
Oppo,F19,64GB,Gold,64783.27,14-09-2024,Cash,Melvin Clements,Adamsborough
Motorola,Edge 20,128GB,Green,35813.77,17-10-2024,Cash,Brittany Gibson,North Sarabury
OnePlus,9R,256GB,Silver,17824.81,29-05-2024,UPI,Jonathan Fuller,Lake Crystalbury
Oppo,Reno6,256GB,Black,16902.39,03-06-2024,Debit Card,Oscar Greer,Herrerafurt
Xiaomi,Redmi 10,64GB,Black,76906.85,22-10-2024,Net Banking,Valerie Reyes,Stevenland
Apple,iPhone 14,256GB,Green,93919.73,31-12-2024,Debit Card,Eric Hanson,East Jamesside
Motorola,G31,256GB,Gold,89927.25,01-02-2025,Credit Card,Paul Saunders,New Jeffrey
Apple,iPhone 15,64GB,Silver,77132.55,13-02-2025,Cash,Edward Jimenez,Bassport
Nokia,C30,128GB,White,99479.98,25-10-2024,Net Banking,Greg Heath,Davidstad
Google,Pixel 6,256GB,Red,96818.26,10-11-2024,Net Banking,Phillip Ewing,Coxberg
Xiaomi,Redmi Note 11,128GB,Silver,21998.69,19-03-2025,UPI,Janet Edwards,Lisatown
Vivo,Y33s,128GB,White,43595.53,05-09-2024,Credit Card,Andrew Thompson,North Jessicaland
OnePlus,11R,64GB,Blue,36926.02,24-12-2024,UPI,Elizabeth Mccarthy,Lake Nicoleview
OnePlus,Nord 2,256GB,Gold,61195.78,19-10-2024,Debit Card,Erik Price,New Stephanie
Nokia,G21,128GB,Green,86351.66,02-02-2025,Credit Card,Michael Keller,West Allison
Apple,iPhone 15,128GB,Blue,36851.56,03-01-2025,Credit Card,Julie Hart,North Judithbury
Oppo,F19,64GB,Red,41907.91,11-06-2024,Credit Card,Jenna Simpson,New David
Motorola,Moto G60,64GB,Green,56288.67,05-09-2024,Debit Card,Heather Levine,Lake Crystalbury
Samsung,Galaxy S22,64GB,White,79250.28,14-08-2024,UPI,Kevin Anderson,Coxberg
Motorola,Edge 20,128GB,Blue,42804.61,01-09-2024,Debit Card,Patrick Johnson,Port Richard
Realme,Narzo 50,128GB,Gold,85542.17,24-03-2025,Debit Card,Jamie Patterson,West Michael
Oppo,F19,128GB,Black,42331.31,28-08-2024,Debit Card,Anthony Sanchez,Port Keith
OnePlus,9R,64GB,White,45509.14,12-07-2024,UPI,Leslie Lozano,Lake Debra
Xiaomi,Redmi 10,64GB,Red,96372.9,07-05-2024,UPI,Ashley Jackson,Port Jesseville
Vivo,Y33s,256GB,Red,81983.81,07-11-2024,Debit Card,Joel Boyer,West Natashaport
Vivo,T1,256GB,Gold,85875.66,18-11-2024,Cash,Jennifer Smith,Ramirezstad
Samsung,Galaxy S21,64GB,White,23998.78,11-10-2024,Net Banking,Victoria Gray,East Jill
OnePlus,Nord 2,256GB,Silver,40792.69,10-09-2024,Net Banking,Brent Freeman,Williamview
Apple,iPhone 14,128GB,Blue,35400.1,05-01-2025,Credit Card,Gabriella Shaw,Evanmouth
Vivo,V21,256GB,White,75632.37,03-02-2025,Debit Card,Carol Evans,South Patrickmouth
Realme,Narzo 50,128GB,Gold,32261.89,28-09-2024,Cash,Mark Dickson,Wilkersonmouth
Motorola,G31,64GB,Gold,75741.1,11-05-2024,Net Banking,Kimberly Mitchell,Adamsborough
OnePlus,11R,256GB,Gold,23385.35,30-04-2024,Credit Card,Kenneth Ballard,Ramirezstad
Vivo,V21,128GB,White,93618.85,10-12-2024,Cash,Anna Richard,New Roberttown
Google,Pixel 6,64GB,Silver,14585.98,18-05-2024,Cash,Denise Knight,South Todd
Realme,Realme GT,256GB,White,29959.77,04-11-2024,Cash,Daniel Flynn,East Jamesside
Apple,iPhone 15,128GB,Gold,14648.99,21-12-2024,Credit Card,Kathy Evans,Danielchester
Oppo,A74,128GB,Gold,47626.68,25-12-2024,UPI,Christina Morales,Lisatown
Xiaomi,Redmi Note 11,64GB,Black,69438.77,10-12-2024,UPI,Megan Kelley,Juliechester
Realme,Realme 9,128GB,Green,19068.55,20-03-2025,Debit Card,Michael Huffman,Tashatown
Motorola,Edge 20,128GB,Blue,20037.58,22-11-2024,Credit Card,Mr. Rodney Hurley III,Davidstad
Nokia,G21,128GB,Blue,76716.29,15-12-2024,UPI,Lisa Hammond,North Cynthiaview
Google,Pixel 8,256GB,Blue,31442.7,27-09-2024,UPI,Molly Brown,West Donald
Google,Pixel 7,64GB,Black,21743.69,28-06-2024,Net Banking,Charles Hernandez,Port Jesseville
Apple,iPhone 15,256GB,Silver,27139.02,03-01-2025,Cash,Sarah Jenkins,New Kellystad
Samsung,Galaxy A52,256GB,Blue,37132.88,12-03-2025,Cash,Amy Harris,Evanmouth
OnePlus,11R,256GB,White,13943,19-09-2024,Debit Card,Dustin Martin,North Micheleland
Nokia,C30,128GB,Silver,86809.45,03-01-2025,Net Banking,Jennifer Wilson,East Donna
Oppo,A74,256GB,Gold,20568.6,25-06-2024,Cash,Robert Collins,Ericmouth
Motorola,Edge 20,256GB,Green,81179.67,17-10-2024,Debit Card,Jessica Lucas,North Susan
Realme,Realme GT,64GB,Blue,14090.07,26-04-2024,Net Banking,Dominic Johnson,Lake Roberto
OnePlus,11R,128GB,Red,71622.49,12-02-2025,Net Banking,Mary Thompson,North Noahstad
Xiaomi,Mi 11X,256GB,Red,60624.87,09-03-2025,Cash,Nathan Casey,New Jeffrey
Google,Pixel 7,64GB,White,10324.05,03-05-2024,Net Banking,Angela Guzman,Juliechester
Google,Pixel 8,64GB,Silver,56151.61,14-03-2025,Net Banking,Troy Mosley,Lake Lisaport
Nokia,X20,128GB,Silver,29830.27,28-12-2024,UPI,Ann Hahn,Saramouth
Samsung,Galaxy S21,64GB,Black,58020.92,18-01-2025,UPI,Cynthia Duncan,Robinsonshire
Xiaomi,Mi 11X,64GB,Blue,88604.46,23-10-2024,Credit Card,Kelly Calderon,Johnfurt
OnePlus,Nord 2,256GB,Black,10126,07-02-2025,UPI,Darlene Wilkerson,South Dianeshire
Google,Pixel 7,128GB,Black,95178.5,13-07-2024,Net Banking,Patricia Edwards,Lake Nicoleview
Xiaomi,Mi 11X,256GB,Blue,39217.16,01-03-2025,Credit Card,Jean Goodman,South Dianeshire
Apple,iPhone 14,64GB,Gold,96870.47,12-07-2024,Debit Card,Claudia Rodriguez,Tashatown
Apple,iPhone 15,256GB,Silver,80036.74,04-07-2024,Net Banking,Jessica King,Lake Chad
Vivo,T1,128GB,Silver,66360.67,26-11-2024,Net Banking,Joseph Lyons,Saramouth
OnePlus,9R,64GB,Blue,34191.42,25-05-2024,Net Banking,Jeff Vega,South Dianeshire
Vivo,V21,128GB,White,75683.07,28-07-2024,Cash,Taylor Cox,Lake Larry
Xiaomi,Mi 11X,64GB,Red,26336.22,14-01-2025,Debit Card,Eric Brewer,East Lydiamouth
OnePlus,11R,128GB,Gold,26236.6,29-03-2025,UPI,Sarah Bates,New Roberttown
Realme,Narzo 50,64GB,Silver,45477.76,12-04-2025,Net Banking,Thomas Powers,Jasonfort
Samsung,Galaxy S21,64GB,Red,32072.85,19-07-2024,Cash,Ellen Mullen,New Kellystad
Nokia,G21,256GB,Silver,82719.35,30-08-2024,Net Banking,Melinda Nichols,New Kellystad
Vivo,Y33s,64GB,Black,84390.6,12-07-2024,Credit Card,Jasmine Browning,Ramirezstad
OnePlus,Nord 2,128GB,White,94473.86,11-09-2024,Net Banking,Tabitha Turner,East Jill
Apple,iPhone 13,256GB,Gold,83642.98,10-04-2025,Credit Card,Cynthia Clark,Wilkersonmouth
Xiaomi,Mi 11X,256GB,Red,83391.84,23-03-2025,UPI,Jeffrey Stewart,North John
Motorola,Moto G60,64GB,Black,58917.38,21-02-2025,UPI,Jennifer Johnson,South Dianeshire
Nokia,G21,64GB,Silver,14007.33,14-03-2025,Net Banking,Richard Vasquez,Port Colleenhaven
Samsung,Galaxy A52,128GB,White,10108.94,23-01-2025,Debit Card,Ryan Love,East Jessetown
OnePlus,9R,128GB,White,41797.89,18-03-2025,UPI,Ashlee Martin,Coxberg
Vivo,T1,256GB,Silver,91145.32,22-07-2024,Cash,Heather Guzman,Lake Mark
Samsung,Galaxy S21,64GB,Blue,42157.71,21-02-2025,Net Banking,Erin Neal,North John
Samsung,Galaxy S22,64GB,Black,64405.57,01-02-2025,Debit Card,Martin Mccoy,West Elizabeth
Nokia,X20,256GB,White,71149,13-02-2025,Debit Card,April Gonzalez,South Christineshire
Realme,Realme GT,128GB,Blue,88786.2,08-08-2024,UPI,Bradley Moore,Stevenland
Oppo,A74,256GB,Silver,16873.25,29-10-2024,Credit Card,Patricia Banks,New Jessica
Xiaomi,Mi 11X,64GB,Red,50202.59,01-06-2024,Cash,Melissa Sparks,Ericmouth
